"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"ZNF175",1.67795579502184e-10,-2.19400733132824,0.149,0.716,3.188283806121e-06
"TAF8",1.69366349404675e-10,-0.811609729993576,0.596,0.954,3.21813000503824e-06
"SGMS2",1.69847033923598e-10,2.0104837525142,0.66,0.193,3.22726349158228e-06
"BTBD2",1.70340726031153e-10,-0.744458677693479,0.596,0.917,3.23664413531793e-06
"PNKP",1.71265886506449e-10,-0.642711808420344,0.702,0.972,3.25422310950903e-06
"GNPDA1",1.71496249440219e-10,-0.314611774012638,0.915,1,3.2586002356136e-06
"DMAC2",1.72568550199718e-10,-0.518578601996233,0.723,0.954,3.27897502234484e-06
"BMI1",1.74286667188671e-10,-0.609637146241405,0.745,1,3.31162096325194e-06
"TSPAN12",1.74595519112384e-10,-1.69300726804359,0.255,0.78,3.31748945865441e-06
"RDH5",1.75085084013628e-10,-1.09028320560921,0.447,0.853,3.32679168134294e-06
"ISCA2",1.75820859694506e-10,-0.283740895043153,0.915,0.991,3.34077215505532e-06
"PSMD6",1.78281348232047e-10,-0.550077461498663,0.766,0.982,3.38752389775712e-06
"RAE1",1.8037065872946e-10,-0.337610176252572,0.915,1,3.42722288651847e-06
"PCMTD2",1.80382320457586e-10,-0.760394688137793,0.638,0.963,3.4274444710146e-06
"TMEM205",1.81462552762945e-10,0.861791630543558,1,0.743,3.44796996504873e-06
"KLF2",1.81547350391054e-10,1.47237936774086,0.915,0.514,3.44958120478042e-06
"NPRL2",1.81902875431262e-10,-1.22867077237223,0.383,0.881,3.45633653606941e-06
"DENND6A",1.82775737769939e-10,-0.567546175487372,0.702,0.954,3.47292179336661e-06
"ZNF423",1.88639040504392e-10,-0.639362988714193,0.681,0.954,3.58433040862394e-06
"ORC4",1.92810068586095e-10,-0.866287341332634,0.553,0.917,3.66358411320439e-06
"TMEM204",1.93633777395194e-10,1.21323162655081,0.894,0.468,3.67923540428609e-06
"C11orf96",1.93837792000381e-10,2.19675318951219,0.809,0.394,3.68311188579924e-06
"FOXN3",1.94236291668525e-10,-0.425966714708127,0.872,0.991,3.69068377799364e-06
"NVL",1.9456765706224e-10,-0.26703935072105,0.936,1,3.69698005183963e-06
"HSF2BP",1.94999869390099e-10,-0.828847953537501,0.511,0.853,3.70519251828126e-06
"CEP70",2.05335188564358e-10,-1.3325809454918,0.362,0.862,3.90157391791137e-06
"LINC01694",2.07226977284327e-10,-2.99939290651445,0.064,0.661,3.93751979537949e-06
"BBS7",2.14932165625044e-10,-0.369027310818074,0.872,1,4.08392607904146e-06
"ABHD10",2.2064742880948e-10,-0.208155853783997,0.979,1,4.19252179480893e-06
"AC083798.2",2.23942687397689e-10,-2.20248725842443,0.149,0.697,4.25513500324348e-06
"CXCL2",2.25371087090264e-10,5.32696836052552,0.362,0.009,4.2822760258021e-06
"ARMC8",2.26105659393823e-10,-0.315659019248183,0.915,0.991,4.29623363414202e-06
"E2F5",2.26455933832699e-10,-0.986598937504512,0.489,0.844,4.3028891987551e-06
"TMEM183A",2.31997343915257e-10,-0.299956655567754,1,1,4.40818153173381e-06
"ZNF627",2.34072080147082e-10,-1.9119956284137,0.191,0.761,4.44760359487471e-06
"BBX",2.36605260947712e-10,-0.792591015155695,0.787,1,4.49573656326747e-06
"ZNRF1",2.47791810409733e-10,-0.543771441695198,0.787,0.982,4.70829218959533e-06
"CAMK2N1",2.49374544506609e-10,-2.37799516958739,0.128,0.725,4.73836572017007e-06
"NPHP3",2.50090746134602e-10,-0.273964136277285,0.957,1,4.75197426730357e-06
"TIMP3",2.51567730146805e-10,1.30764398611963,0.936,0.615,4.78003844051944e-06
"HAUS5",2.54587352467962e-10,-0.568475894821113,0.681,0.899,4.83741428424374e-06
"DNAJC30",2.56267917805333e-10,-0.338017024340373,0.894,1,4.86934670621913e-06
"HBP1",2.6244150302248e-10,-0.466371220994273,0.894,0.982,4.98665099893013e-06
"TERF1",2.6593028684673e-10,-0.62116739356924,0.894,0.991,5.05294138037472e-06
"TNFAIP3",2.67800835715522e-10,2.01620917509171,0.723,0.284,5.08848367943063e-06
"KHDC1",2.68535124868697e-10,-0.318110331051415,0.851,0.982,5.10243590763011e-06
"AC012360.3",2.69272957440297e-10,-0.454194251851409,0.872,1,5.11645546432309e-06
"ITGB3BP",2.69403353087377e-10,-0.361537806336318,0.915,0.991,5.11893311201325e-06
"COA1",2.69577302661458e-10,-0.288750284300133,1,1,5.12223832787037e-06
"QRICH1",2.8494805102332e-10,-0.846279329034447,0.574,0.945,5.41429791749411e-06
"CSTF1",2.90534641284454e-10,-0.153370056412226,0.979,1,5.52044871904591e-06
"SETDB1",2.91425855274461e-10,-0.545071001640206,0.745,0.963,5.53738267607003e-06
"HAND2",2.93360145745001e-10,-0.694491016116033,0.638,0.945,5.57413612930076e-06
"FBRSL1",2.95762229568708e-10,-0.7546746472815,0.617,0.963,5.61977812403502e-06
"KHDRBS1",2.9786772428567e-10,-0.570548173072678,1,1,5.65978462915201e-06
"MIMT1",3.09988637511422e-10,-1.36521522390578,0.34,0.844,5.89009410135452e-06
"FRG1",3.16990050218527e-10,-0.264587428644269,0.979,0.991,6.02312794420223e-06
"FLG-AS1",3.20904730871017e-10,-2.50185034298894,0.106,0.679,6.09751079128019e-06
"GTPBP10",3.25863922675553e-10,-0.950790721735715,0.511,0.927,6.19174039475818e-06
"GCFC2",3.28945052829812e-10,-0.273010139355577,0.915,1,6.25028494881926e-06
"BCL7A",3.38619405244843e-10,-1.25836789440813,0.362,0.835,6.43410731905726e-06
"CDO1",3.42623275225163e-10,-1.22835069114723,0.362,0.826,6.51018485255332e-06
"AL662796.1",3.49436929819781e-10,-1.75555654209664,0.213,0.752,6.63965110350566e-06
"IQCG",3.50418427643251e-10,-0.453055034141504,0.809,0.963,6.65830054364942e-06
"STPG1",3.5079850039924e-10,-0.958515670138383,0.489,0.908,6.66552230608596e-06
"TDO2",3.54249463850251e-10,1.81997201482396,0.681,0.202,6.73109406261863e-06
"CRIP1",3.54430163492365e-10,3.05534581236197,0.468,0.064,6.73452753651843e-06
"CGGBP1",3.54506909358483e-10,-0.221466969768367,1,1,6.73598578472053e-06
"ZNF234",3.55201973314686e-10,-0.860286305287459,0.511,0.899,6.74919269495235e-06
"HIF1AN",3.62027338855463e-10,-0.398671486798774,0.83,0.991,6.87888146559265e-06
"CNBP",3.63412230724601e-10,-0.54735635923063,1,1,6.90519579599815e-06
"SMPD4",3.69119350678355e-10,-0.939030832095765,0.511,0.927,7.01363678223942e-06
"APOBEC3C",3.73320074873283e-10,-1.40537689429946,0.319,0.835,7.09345474266726e-06
"PRKG1",3.81508931541474e-10,1.48713797031233,0.766,0.339,7.24905120821955e-06
"HDHD2",3.84875579332256e-10,-1.65875322487484,0.255,0.789,7.3130208828922e-06
"WDR48",3.88891502585215e-10,-0.788225658703765,0.596,0.899,7.38932744062167e-06
"HEXDC",3.91022720359549e-10,-0.557839469438834,0.745,0.954,7.4298227095518e-06
"COL9A1",3.93837305685036e-10,-1.98971816817826,0.234,0.78,7.48330264532138e-06
"DZANK1",3.94345150965537e-10,-0.689659210275969,0.66,0.963,7.49295221349617e-06
"ABHD14B",3.95526208613377e-10,-0.475172960455873,0.787,0.963,7.51539348986278e-06
"CDKAL1",3.97607217977987e-10,-0.57975887341527,0.723,0.972,7.55493474879973e-06
"CD69",4.06655660533766e-10,2.71044624606394,0.532,0.092,7.72686420580208e-06
"NFATC4",4.09177975839183e-10,-0.385010913097473,0.872,0.963,7.77479071892032e-06
"ABHD8",4.1313852293731e-10,-1.03467863161178,0.447,0.899,7.85004507433183e-06
"ZNF529",4.14116380224318e-10,-1.08850630257201,0.447,0.89,7.86862534064227e-06
"ZNF44",4.18236690781632e-10,-1.8063057409208,0.213,0.752,7.94691536154178e-06
"NREP",4.21561215090259e-10,-0.620775940787941,0.957,0.991,8.01008464793002e-06
"AC005523.2",4.22451464231877e-10,-1.59932505478699,0.255,0.798,8.02700027186989e-06
"SEZ6L2",4.26758975629877e-10,-2.20965342978484,0.149,0.734,8.1088472959433e-06
"DLEU2",4.28800365669268e-10,-1.56366419061184,0.298,0.789,8.14763574808177e-06
"HYAL2",4.36205365531884e-10,-1.75154199919052,0.234,0.78,8.28833815047133e-06
"GPBP1L1",4.42951803354969e-10,-0.257290491493435,0.957,1,8.41652721554777e-06
"KIAA1958",4.48195010971344e-10,-1.71638432883407,0.255,0.789,8.51615340346652e-06
"STEAP3",4.49447900966098e-10,2.17334670479113,0.617,0.156,8.53995956625683e-06
"CLCN2",4.63658445630036e-10,-2.76706342804746,0.085,0.651,8.80997412541631e-06
"LINC01089",4.89342485739072e-10,-0.759346123697605,0.638,0.963,9.29799657152811e-06
"DLG3",4.89352576329121e-10,-1.04250842696693,0.489,0.927,9.29818830282964e-06
"THOC3",4.9397331502212e-10,-0.42797443384296,0.787,0.963,9.38598695873529e-06
"TXNL4B",4.9552911252613e-10,-0.385079366308247,0.787,0.917,9.415548667109e-06
"PTMA",5.13549221736553e-10,-0.929518404174735,1,1,9.75794876221625e-06
"POMZP3",5.18946463435986e-10,-0.661899490100647,0.638,0.945,9.86050175174717e-06
"WDR86",5.21642896283629e-10,-1.64396688807287,0.255,0.789,9.91173667228523e-06
"ZNF521",5.24155685965357e-10,-0.864013570966886,0.574,0.936,9.95948218902775e-06
"MBIP",5.26334568193551e-10,-0.210214759731034,1,1,1.00008831302457e-05
"AC090204.1",5.28528181761315e-10,-1.42669714671628,0.319,0.807,1.00425639816467e-05
"AL513318.2",5.37860604849303e-10,-1.25461345282436,0.362,0.844,1.02198893527416e-05
"PDHB",5.38945169752944e-10,-0.627839938071687,0.723,0.963,1.02404971704757e-05
"DNAJC12",5.57048632605405e-10,-2.47185043904889,0.106,0.67,1.05844810681353e-05
"NFASC",5.60146128896903e-10,-2.18774446557228,0.149,0.697,1.064333659517e-05
"RDH13",5.66007527593087e-10,-1.14406928087688,0.383,0.826,1.07547090317962e-05
"PABPN1",5.66582755500841e-10,-0.325639197402103,0.979,1,1.07656389372715e-05
"HPF1",5.66582755500841e-10,-0.277296565520828,0.979,1,1.07656389372715e-05
"PLAG1",5.70358825802973e-10,-0.574085718013293,0.723,0.954,1.08373880490823e-05
"LAMTOR3",5.78492041562312e-10,-0.324910554970147,0.872,0.972,1.09919272817255e-05
"SLC8A1",5.81619193974084e-10,1.98299057148471,0.638,0.202,1.10513463047016e-05
"CCDC58",5.82385281212547e-10,-0.974498282529523,0.489,0.89,1.10659027283196e-05
"CEP89",5.94882432341123e-10,-0.316499056286779,0.915,1,1.13033610969137e-05
"MTREX",5.9499327120196e-10,-0.295801557508738,0.936,1,1.13054671461084e-05
"MCOLN1",6.04441318725068e-10,-0.456378826073611,0.787,0.982,1.1484989497095e-05
"NDUFB4",6.0945050379636e-10,-0.51711711170712,0.894,1,1.15801690226346e-05
"KIAA1191",6.09828638878993e-10,-0.188304835734588,0.979,1,1.15873539673398e-05
"NRG4",6.11059957601316e-10,-2.55607455765337,0.106,0.651,1.16107502543826e-05
"DVL2",6.11908183549574e-10,-0.631191834296956,0.702,0.982,1.16268673956255e-05
"COASY",6.27085254819255e-10,-0.475111314028855,0.745,0.963,1.19152469268207e-05
"ROR2",6.29811648570804e-10,-0.437981823940091,0.745,0.927,1.19670511344938e-05
"NARF",6.32623371741143e-10,-0.282796582956634,0.979,0.991,1.20204766864535e-05
"EDC3",6.37169574915717e-10,-0.340807055121982,0.83,0.982,1.21068590929735e-05
"FAM69B",6.37574075735214e-10,-0.651130109641463,0.681,0.954,1.21145450130448e-05
"COQ5",6.39865907687589e-10,-1.08150356183633,0.426,0.881,1.21580921119719e-05
"CWC15",6.40431173970134e-10,-0.246004464072231,0.979,1,1.21688327366065e-05
"CACNA1A",6.40431173970134e-10,-0.243997145271501,1,1,1.21688327366065e-05
"TEAD2",6.44490660149119e-10,-0.825949269164509,0.596,0.972,1.22459670334934e-05
"B4GALNT4",6.47637605403236e-10,-1.70873690728688,0.234,0.771,1.23057621402669e-05
"ST7-AS1",6.66617769679613e-10,-0.649343550259395,0.745,1,1.26664042416823e-05
"TNFAIP8",6.67810590298678e-10,-1.06433133762925,0.489,0.908,1.26890690262652e-05
"PDRG1",6.67824321700207e-10,-0.911422858634655,0.574,0.954,1.26893299366256e-05
"SIX1",6.6991826435525e-10,-1.49965901920468,0.362,0.807,1.27291169410141e-05
"PAMR1",6.73243853723416e-10,1.77386198075058,0.745,0.239,1.27923064645986e-05
"ZNF112",6.74732416566058e-10,-1.64992647002097,0.255,0.725,1.28205906471717e-05
"PDE12",6.77807955139776e-10,-0.693002719366433,0.66,0.963,1.28790289556109e-05
"SLC7A11",6.8751113677282e-10,2.40713975564961,0.596,0.138,1.30633991098203e-05
"CAPZA2",6.89162990057569e-10,-0.76796598679781,1,1,1.30947859740839e-05
"CASD1",6.9774346541918e-10,-1.27988401578621,0.362,0.817,1.32578235864298e-05
"POU2F1",7.01428434379128e-10,-0.368518653956934,0.83,0.972,1.33278416816378e-05
"DHX30",7.0261781877608e-10,-0.421537552994335,0.83,0.982,1.33504411745643e-05
"WNT4",7.09406306730339e-10,1.61078987935422,0.723,0.257,1.34794292341832e-05
"ANKRD52",7.11246350504208e-10,-0.280102498726643,0.851,0.972,1.35143919059305e-05
"LINC00960",7.13411477834871e-10,-2.15540896574268,0.149,0.734,1.35555314903404e-05
"HVCN1",7.15582626058653e-10,-0.446272384784577,0.745,0.991,1.35967854777405e-05
"SV2A",7.18695124924845e-10,-0.730722662704814,0.617,0.936,1.3655926068697e-05
"SEMA6D",7.1907598416237e-10,1.96152623600831,0.681,0.174,1.36631627750692e-05
"MRPL45",7.21774317773343e-10,-0.301005117218234,0.872,0.982,1.37144338120113e-05
"AAED1",7.24662098190053e-10,0.492804267685718,1,0.807,1.37693045277092e-05
"EEFSEC",7.28571465208226e-10,-0.549897359172393,0.723,0.954,1.38435864104215e-05
"HLTF",7.31560806400584e-10,-0.913150681600643,0.596,0.963,1.39003868824175e-05
"VPS52",7.37309675028638e-10,-0.578491385749161,0.66,0.945,1.40096211352191e-05
"RRAGB",7.41050308851162e-10,-0.308919986795813,0.915,0.991,1.40806969184809e-05
"CLNS1A",7.41505619727882e-10,-0.233081402115156,1,1,1.40893482804495e-05
"AC090673.1",7.42943176368617e-10,-3.36724605421896,0.043,0.578,1.41166632941801e-05
"TGM2",7.49438844514508e-10,1.16585073327298,0.957,0.67,1.42400874846202e-05
"RPUSD4",7.62395228821871e-10,-0.437163160594262,0.809,0.972,1.44862717428444e-05
"FAM185A",7.64802472526694e-10,-0.687864707728486,0.638,0.954,1.45320117804797e-05
"AC092835.1",7.68589878091471e-10,-1.48760401696395,0.298,0.817,1.4603976273616e-05
"RBP1",7.68761603708302e-10,-1.50877375817097,0.426,0.872,1.46072392320615e-05
"ZNF445",7.96318698693048e-10,-0.53788932111085,0.766,0.972,1.51308515938666e-05
"AC139530.1",8.02823360082011e-10,-1.44872038670675,0.319,0.789,1.52544466649183e-05
"IGSF9",8.12267117445052e-10,-4.71604503666713,0,0.541,1.54338874985734e-05
"APBA2",8.1437207950792e-10,-0.40508665105198,0.83,0.991,1.547388388273e-05
"HMGN4",8.16865709637562e-10,-1.00644475231102,0.468,0.881,1.55212653488233e-05
"YAP1",8.17114830300649e-10,-0.296361090285514,0.915,1,1.55259988905426e-05
"BEND6",8.19726109309688e-10,0.741944450986825,0.894,0.615,1.55756158029934e-05
"CABLES2",8.22980640940538e-10,-2.10437326625338,0.149,0.67,1.56374551585112e-05
"TCF3",8.3697061062468e-10,-0.343491082854182,0.936,0.982,1.59032785724795e-05
"GPAM",8.38808117808749e-10,-0.734019074497606,0.617,0.972,1.5938193046484e-05
"RBM48",8.43463518443496e-10,-0.376984281378551,0.851,0.972,1.60266503139449e-05
"ELOF1",8.48607029208421e-10,-0.444517195409346,0.809,0.963,1.61243821619892e-05
"SLC1A4",8.52080517161789e-10,1.54016271441569,0.787,0.294,1.61903819065912e-05
"SRI",8.70618070066311e-10,-1.31844837351421,0.383,0.862,1.654261394933e-05
"DCP1A",8.88011318992672e-10,-0.839828843861769,0.574,0.927,1.68731030721798e-05
"ZNF264",8.91928675262656e-10,-1.52923737529887,0.298,0.817,1.69475367586657e-05
"Z99289.1",9.00451992673587e-10,2.40273846539654,0.553,0.11,1.71094883127908e-05
"NCBP2-AS2",9.0227826699753e-10,-0.652076863650346,0.681,0.945,1.71441893512201e-05
"POLR2H",9.04005206706174e-10,-0.556070485520542,0.787,0.945,1.7177002932624e-05
"CLCN3",9.04005206706174e-10,-0.439731544399237,0.787,0.945,1.7177002932624e-05
"MATR3.1",9.12737671329827e-10,-0.550705438193259,0.745,0.991,1.7342928492938e-05
"CLMN",9.13082992811768e-10,-2.28283035302021,0.128,0.716,1.73494899464164e-05
"TEX26-AS1",9.15819184376769e-10,3.13929077538405,0.447,0.046,1.7401480322343e-05
"UNC119B",9.24546523896789e-10,-1.13407937100048,0.383,0.798,1.75673085005629e-05
"PICK1",9.29227242862881e-10,-1.02783114816785,0.468,0.917,1.76562468416376e-05
"GTF3C2",9.43129152186266e-10,-0.395167030169912,0.83,1,1.79203970206912e-05
"HNRNPA1P48",9.55223097643189e-10,-0.765658593826409,0.574,0.927,1.81501940783182e-05
"GPM6B",9.55611226218175e-10,1.13036130092738,0.894,0.532,1.81575689093715e-05
"IGF2BP2",9.68693403261408e-10,-0.61307639287807,0.957,1,1.840614335537e-05
"ELP2",9.92343755351389e-10,-0.261271448832897,0.957,0.991,1.88555236954317e-05
"PRIMPOL",9.96343631633398e-10,-1.15675050148214,0.404,0.853,1.89315253446662e-05
"SHROOM2",9.97886307020772e-10,-1.12614056925477,0.404,0.826,1.89608377197017e-05
"PLTP",1.01162012862819e-09,0.559140582793751,0.936,0.743,1.92217940640642e-05
"ATPAF1",1.01674129585275e-09,-0.257885490307174,0.957,1,1.9319101362498e-05
"TOLLIP",1.03102540257931e-09,-0.704794432643187,0.638,0.982,1.95905136744096e-05
"SPHK2",1.0364837889124e-09,-0.468454430963782,0.787,1,1.96942284731244e-05
"ASB3",1.03990087436168e-09,-0.266919831608125,0.851,1,1.97591565137463e-05
"NKX3-2",1.05127598352421e-09,-1.02513104452557,0.447,0.844,1.99752949629435e-05
"MAGEL2",1.06803190867243e-09,-2.45457967091915,0.106,0.67,2.02936742966849e-05
"ALAS1",1.07068705505455e-09,-1.04703486913973,0.426,0.826,2.03441247330914e-05
"FAM171A2",1.0794106160305e-09,-0.604952494397292,0.681,0.927,2.05098811151955e-05
"ZNF432",1.08164700619322e-09,-1.04658970527858,0.447,0.89,2.05523747646773e-05
"PMPCB",1.09290265982804e-09,-0.35441581598373,0.915,1,2.07662434393927e-05
"ZNF717",1.10122303031735e-09,-0.457163248958786,0.745,0.972,2.092433879906e-05
"ORC2",1.10511688773992e-09,-0.844922902797257,0.511,0.872,2.09983259839462e-05
"C2orf68",1.119808030841e-09,-0.279228210928564,0.957,0.991,2.12774723940099e-05
"ALKBH4",1.12209983444952e-09,-0.754346693435329,0.617,0.972,2.13210189543754e-05
"TMEM70",1.14682997545469e-09,-0.593165569878915,0.723,0.963,2.17909163636145e-05
"NDUFB5",1.14728960708036e-09,-0.280747533407414,1,1,2.17996498241339e-05
"MAML3",1.1665314253677e-09,-1.79058627440746,0.213,0.734,2.21652636134117e-05
"BEX2",1.18375938442968e-09,-2.49896309483592,0.106,0.679,2.24926120635484e-05
"CEP19",1.19389893768102e-09,-1.00826669928661,0.447,0.862,2.26852737148772e-05
"SLC25A53",1.22254632969457e-09,-0.776672003806108,0.617,0.945,2.32296028105266e-05
"AGAP2",1.22583131951082e-09,-2.46011764215467,0.106,0.642,2.32920209020251e-05
"MELTF-AS1",1.23376661930892e-09,-1.16765557620552,0.404,0.844,2.34427995334889e-05
"PTRHD1",1.25071647345582e-09,-0.71364356515559,0.66,0.972,2.37648637121341e-05
"MITD1",1.26318456601903e-09,-0.249811850437953,0.936,1,2.40017699389276e-05
"NNMT",1.28213357680341e-09,4.64251864158534,0.34,0.009,2.43618200928417e-05
"STMN1",1.28340953774474e-09,-1.17625487851744,0.766,0.954,2.43860646266879e-05
"SAT1",1.28427425563372e-09,0.993118154558287,0.957,0.661,2.44024951312964e-05
"TAF15",1.30360603835795e-09,-0.659928926823146,0.745,0.972,2.47698183348393e-05
"CDC14A",1.32838759349569e-09,-0.645564885309943,0.681,0.945,2.52406926640116e-05
"ACTR8",1.33830097994654e-09,-1.07374422373534,0.404,0.826,2.54290569199643e-05
"AC084033.3",1.34351060158613e-09,-1.15625699268672,0.447,0.936,2.5528044940738e-05
"MEX3A",1.36255099481209e-09,-0.731941020100629,0.809,0.972,2.58898314524245e-05
"GTF3C5",1.37277160892563e-09,-0.385889926781647,0.894,0.991,2.60840333411958e-05
"EMP3",1.38172210070468e-09,0.897113649731311,1,0.899,2.62541016354897e-05
"KHSRP",1.38848060343789e-09,-0.416099393116324,0.872,0.991,2.63825199459234e-05
"RBM5",1.39062971273313e-09,-0.400825069395356,0.936,1,2.64233551716422e-05
"KRIT1",1.39079515207986e-09,-0.262754069069866,1,1,2.64264986846694e-05
"IGF1R",1.3908595214625e-09,-1.13767047837779,0.404,0.817,2.64277217673089e-05
"SLC25A13",1.40081311696185e-09,-0.554314897473844,0.723,0.954,2.66168500353921e-05
"EIF4H",1.42456890452874e-09,-0.436642399547457,0.979,1,2.70682337549506e-05
"CCDC125",1.43556565221205e-09,-1.53559340953123,0.277,0.789,2.72771829576812e-05
"NR2F1-AS1",1.44028912050866e-09,-1.72134262733719,0.234,0.771,2.7366933578785e-05
"PCGF2",1.4413263105486e-09,-0.243914645281388,0.936,0.991,2.73866412267339e-05
"LINC02466",1.45030444838814e-09,-2.89492898367888,0.064,0.624,2.7557234823823e-05
"NRDE2",1.49017137808056e-09,-0.766301980328685,0.596,0.936,2.83147463549087e-05
"DYRK2",1.49453147427384e-09,-0.237316220385867,0.979,1,2.83975925426772e-05
"SCARA5",1.50933385270193e-09,1.61297140812216,0.723,0.266,2.86788525351893e-05
"ZNF609",1.52329955032843e-09,-0.422773665505751,0.83,0.982,2.89442147557905e-05
"ZNF595",1.55105269318977e-09,-0.440772551851683,0.766,0.982,2.94715522232987e-05
"MACROD1",1.56075370705718e-09,-0.48892625656443,0.702,0.927,2.96558811877934e-05
"RERE",1.56783865027207e-09,-0.32023700096433,1,1,2.97905021938195e-05
"CXCL1",1.58245060274809e-09,4.20013694876899,0.383,0.028,3.00681439028165e-05
"PDK2",1.58551209113491e-09,-1.29287839861516,0.34,0.817,3.01263152436545e-05
"ZNF136",1.60124269011387e-09,-2.91098085907796,0.064,0.596,3.04252123548536e-05
"RXRB",1.61769294892339e-09,-0.589430242585892,0.702,0.991,3.07377837224934e-05
"CSF1",1.61794164683065e-09,1.21853356885508,0.83,0.394,3.07425092314291e-05
"PDE7A",1.64367626936222e-09,-0.38744258794421,0.894,1,3.12314927941515e-05
"RCC1",1.64437327503837e-09,-0.632787966801878,0.681,0.982,3.12447365990041e-05
"ZNF226",1.64445180479619e-09,-0.31786169543657,0.936,1,3.12462287429323e-05
"MED28",1.64459725410716e-09,-0.258384612824466,0.957,1,3.12489924252902e-05
